name,type,description,detail
"IFRS_YYMM","NUMERIC(6)","IFRS도입년도",""
"IMPCD","CHAR(1)","중요기사구분",""
"INDCTR_NAME","VARCHAR(100)","지표 전체 이름",""
"INST_CD","CHAR(1)","제공처","(0:전체, 1:서울외국환중개, 2:한국자금중개, 3:KIDB자금중개)"
"INT_DIV","NUMERIC(2)","원금이자구분(1:원금,2:이자)",""
"IR_TEL","VARCHAR(20)","IR담당자번호",""
"ISIN_CODE","CHAR(12)","종목코드",""
"ITEM_CD","CHAR(6)","계정코드",""
"ITEM_NM_ENG","VARCHAR(200)","영문명",""
"ITEM_NM_KOR","VARCHAR(200)","한글명",""
"ITEM_TYP","CHAR(1)","코드타입","A:재무제표,B:잉여현금흐름,C:재무비율,D:Valuation Ratios,M:공통계정"
"IVTRST_BMF","INT","(투신)MMF",""
"IVTRST_BOND_COMPOUND","INT","(투신)채권혼합형",""
"IVTRST_LOND_BOND","INT","(투신)장기채권형",""
"IVTRST_SORTTERM_CSTRU_FRN","INT","(투신)단기채권형",""
"IVTRST_STOCK_COMPOUND","INT","(투신)주식혼합형",""
"IVTRST_STOCK_DEPOSIT","INT","(투신)주식형",""
"IVTRST_TRUST_DEPOSIT","INT","(투신)신탁형 저축",""
"JD_VAR","VARCHAR(50)","전년동기대비증감",""
"JD_VAR_R","VARCHAR(50)","전년동기대비증감율",""
"JK_VAR","VARCHAR(50)","전기대비증감",""
"JK_VAR_R","VARCHAR(50)","전기대비증감율",""
"JM_VAR","VARCHAR(50)","전년말대비증감",""
"JM_VAR_R","VARCHAR(50)","전년말대비증감률",""
"KORBRKNAME","CHAR(60)","한글회원사명",""
"KSC_CD","VARCHAR(10)","거래소업종",""
"LANGCD","CHAR(1)","언어코드",""
"LIST_DT","NUMERIC(8)","상장일",""
"LOOKBACK","NUMERIC(2)","Lookback(Days)",""
"MASTER_CHK","CHAR(1)","최근결산주재무제표","(P:개별/별도,C:연결)"
"MKT_TYPE","NUMERIC(1)","시장구분","(1:거래소,2:코스닥)"
"MTVCD","INT","뉴스원코드",""
"MV_AVG","VARCHAR(50)","이동평균(3기간)",""
"NCD","CHAR(6)","종목코드",""
"OB_RATE","NUMERIC(9,5)","관찰금리",""
"PAGENO","INT","본문 페이지수",""
"PAYMENT_DATE","NUMERIC(8)","이자지급일",""
"PERIOD_TYPE","NUMERIC(4)","만기구분",""
"PF_DT","NUMERIC(8)","잠정치발표일",""
"QTR_MASTER","CHAR(1)","최근분기주재무제표","(P:개별/별도,C:연결)"
"RATE","NUMERIC(9,5)","이자율",""
"RECE_CMA","INT","(종금)CMA",""
"RECE_NOTES_DISCOUNT","INT","(종금)자기발행어음",""
"RECE_NOTES_SALES","INT","(종금)매출어음",""
"REF_RATE_1","VARCHAR(20)","기초자산금리1",""
"REF_RATE_2","VARCHAR(20)","기초자산금리2",""
"REF_RATE_3","VARCHAR(20)","기초자산금리3",""
"REF_RATE_4","VARCHAR(20)","기초자산금리4",""
"REF_RATE_5","VARCHAR(20)","기초자산금리5",""
"RESET_DATE","NUMERIC(8)","이자결정일",""
"RESET_TYPE","NUMERIC(2)","Reset Type","(1:In-advanced, 2:In-arrear, 3:MBS배당, 4:기간설정In-advanced)"
"ROUNDING","NUMERIC(2)","Rounding",""
"ROUNDING_RULE","VARCHAR(40)","Rounding Rule",""
"SDATE","INT","시작일자",""
"SEASONAL_ADJUST","VARCHAR(100)","계절조정",""
"SEC_YN","NUMERIC(1)","섹터 아이템여부","0:미사용,1:사용"
"SEQ","INT","일련번호","내부사용"
"SIGA_GRPNM","CHAR","시가평가그룹명",""
"SITE","VARCHAR(500)","제공 사이트",""
"SKCD","CHAR(1)","속보구분",""
"SOURCE","VARCHAR(100)","출처",""
"SPREAD","NUMERIC(9,5)","스프레드",""
"SRCCD","CHAR(1)","원천소스코드",""
"START_DATE","NUMERIC(8)","이자계산시작일",""
"START_DT","NUMERIC(8)","시작일",""
"STOCK_COM_DEPOSIT_AMT","INT","(증권사)예탁금",""
"STOCK_COMRP","INT","(증권사)RP",""
"TEL","VARCHAR(20)","전화번호",""
"TERM_TYP","NUMERIC(2)","기간구분","1:누적,2:순액,3:개별/별도TTM,31:연결누적,32:연결순액,33:연결ITM"
"TIME","CHAR(6)","시간",""
"TITLE","VARCHAR(264)","제목",""
"TRADE_DATE","CHAR(8)","일자",""
"UNIT","VARCHAR(100)","단위",""
"UNIT_DISP","VARCHAR(100)","단위표시",""
"UNT_TYP","NUMERIC(3)","단위","2:천,6:%,8:배,12:천주,101:Text,102:구분,111:원/주,"
"up_code","INT","소속 업종 코드",""
"up_mid","INT","소속 업종 시장 ID","2: 거래소, 4:코스닥, 168: 기타지수"
"UPDATE_DT","DATETIME","마지막갱신날짜",""
"URL","VARCHAR(50)","홈페이지",""
"VAL","NUMERIC(28,5)","데이터",""
"WI26_CD","VARCHAR(10)","WI26 업종",""
"WICS","VARCHAR(10)","WICS업종",""
"YYYYMM","NUMERIC(6)","재무년월",""
"ZIP_CD","VARCHAR(10)","우편번호",""
